Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,EAR,% <EAR,%<EAR_SE,p-value_%EAR,Both,Male,Female,AI,% >AI,%>AI_SE,p-value_%AI,UL,% >UL,%>UL_SE,AMDR,% below AMDR,% below AMDR_SE,% within AMDR,% within AMDR_SE,p-value  % within AMDR,% above AMDR,% above AMDR_SE,p-value % below AMDR,p-value % above AMDR,CDRR,% >CDRR,%>CDRR_SE,p-value_%CDRR,%Inadequacy,%Inadequacy_SE,p_value %Inadequacy,%  above AMDR_SE,p-value_%UL
Total sugars (g/d),2015,British Columbia,Female,51-70,313,72,3,33,3,40,3,52,3,68,3,88,3,108,5,122,6,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,British Columbia,Male,71 years and over,196,81,4,30,3,38,3,54,3,75,4,102,5,130,7,150,8,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,British Columbia,Female,71 years and over,159,69,4,29,3,36,3,49,3,66,4,85,5,107,6,120,7,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,British Columbia,Male,19 years and over,840,95,3,37,2,45,2,63,2,88,2,119,3,152,4,174,6,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,British Columbia,Female,19 years and over,830,74,2,32,2,39,2,52,2,70,2,92,2,115,3,130,4,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Both,1-3,192,99,4,51,4,59,4,75,3,97,4,120,4,143,5,158,6,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Both,4-8,321,118,3,72,4,81,4,96,3,115,3,137,4,158,5,172,6,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Male,9-13,226,145,5,84,5,94,5,115,5,140,5,169,6,202,9,221,10,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Female,9-13,226,123,5,77,6,86,5,101,5,120,5,141,6,163,7,176,8,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Male,14-18,262,164,7,79,6,93,6,121,6,156,7,200,9,246,12,275,14,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Female,14-18,242,120,5,60,5,70,5,90,5,115,5,144,6,175,8,193,9,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Male,19-30,197,128,8,62,8,73,8,94,7,122,8,155,9,191,11,216,14,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Female,19-30,208,93,5,42,4,50,4,67,4,88,5,114,6,141,7,158,8,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Male,31-50,282,117,5,49,4,60,4,81,5,110,5,145,7,184,9,208,11,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Female,31-50,263,89,4,42,4,49,4,64,4,85,4,109,5,134,6,152,8,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Male,51-70,234,98,4,41,3,49,3,68,3,91,4,122,5,153,6,174,8,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Female,51-70,322,80,3,38,3,45,3,58,3,76,3,97,4,119,5,134,6,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Male,71 years and over,119,86,5,33,4,41,4,58,4,81,5,108,6,138,8,156,9,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Female,71 years and over,198,78,4,35,3,42,3,56,4,74,4,96,5,117,6,132,7,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Male,19 years and over,832,110,3,45,2,55,2,75,2,104,3,138,4,175,5,200,6,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,British Columbia,Female,19 years and over,991,86,2,39,2,47,2,61,2,81,2,105,3,130,4,146,4,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Both,1-3,303,90,2,43,3,52,3,67,2,87,2,111,3,133,4,148,5,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Both,4-8,328,111,3,67,4,76,3,91,3,109,3,130,3,150,4,163,5,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Male,9-13,280,129,4,73,5,82,5,100,5,124,4,152,5,181,7,201,8,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Female,9-13,296,114,3,71,5,79,4,94,4,112,3,132,4,153,6,166,7,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Male,14-18,266,136,5,62,4,73,4,96,4,128,5,167,7,208,9,235,12,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Female,14-18,286,105,4,51,4,60,4,78,4,101,4,128,5,156,6,174,7,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Male,19-30,174,113,7,51,6,62,6,81,6,107,6,139,8,172,12,192,15,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Female,19-30,236,83,5,36,4,44,4,58,4,79,5,102,6,129,7,145,9,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Male,31-50,470,112,4,46,4,56,4,77,4,105,4,140,5,177,8,201,10,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Female,31-50,565,80,3,35,3,42,3,56,3,76,3,99,3,124,5,140,6,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Male,51-70,541,90,3,36,2,44,2,61,2,85,3,113,3,144,4,164,6,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Female,51-70,618,75,2,35,3,42,3,55,2,72,2,92,2,113,4,127,5,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Male,71 years and over,321,93,3,37,2,45,3,63,3,87,3,116,4,147,5,168,6,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Female,71 years and over,375,74,2,33,2,39,2,52,2,70,2,91,3,113,4,127,5,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Male,19 years and over,1506,102,2,40,2,50,2,69,2,95,2,128,3,164,4,187,5,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Atlantic Region,Female,19 years and over,1794,78,1,34,1,41,1,55,1,74,1,96,2,120,2,136,3,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Both,1-3,348,105,3,53,3,62,3,80,3,102,3,127,3,152,4,166,5,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Both,4-8,554,127,3,79,4,89,3,105,3,125,3,148,3,170,5,184,6,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Male,9-13,409,163,5,96,6,107,6,129,5,158,5,191,6,225,8,247,10,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Female,9-13,355,132,4,84,5,93,5,109,4,129,4,152,4,174,6,187,8,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Male,14-18,414,172,5,84,5,98,5,126,5,164,5,208,7,256,10,286,12,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Female,14-18,410,123,4,63,4,73,4,93,4,119,4,149,5,179,7,198,9,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Male,19-30,311,142,6,70,7,83,7,106,7,136,6,172,8,208,11,232,13,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Female,19-30,384,100,5,46,4,56,4,73,5,96,5,121,6,149,8,167,9,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Male,31-50,489,127,5,55,5,67,5,89,4,120,5,157,6,198,8,225,10,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Female,31-50,585,93,3,43,3,51,3,67,3,88,3,114,4,141,5,159,7,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Male,51-70,575,100,3,41,3,50,3,69,3,94,3,125,4,158,5,181,6,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Female,51-70,711,83,2,40,3,47,3,61,3,80,2,101,3,124,4,139,5,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Male,71 years and over,239,98,4,40,3,49,3,67,3,92,4,122,5,153,6,174,7,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Female,71 years and over,342,83,3,37,3,45,3,60,3,79,3,102,4,126,5,140,6,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Male,19 years and over,1614,118,2,49,2,60,2,81,2,111,2,148,3,186,4,212,5,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Atlantic Region,Female,19 years and over,2022,90,2,41,2,49,2,65,2,86,2,111,2,136,3,154,3,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Both,1-3,420,85,2,39,3,48,3,63,3,82,3,104,3,125,4,140,4,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Both,4-8,312,108,3,64,3,72,3,87,3,105,3,126,3,146,4,159,5,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Male,9-13,239,114,4,63,5,72,4,88,4,110,4,135,5,163,6,181,7,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Female,9-13,244,113,4,71,5,79,4,92,4,111,4,130,4,150,6,164,7,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Male,14-18,241,130,6,59,5,70,5,92,5,122,6,159,8,198,10,225,12,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Female,14-18,250,103,4,49,4,58,4,76,4,99,4,125,4,152,6,172,7,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Male,19-30,260,103,6,44,5,54,5,73,5,99,5,127,7,159,10,180,13,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Female,19-30,231,84,5,36,4,44,4,59,5,80,5,104,6,127,8,143,9,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Male,31-50,463,99,4,38,3,47,3,65,3,91,4,124,5,160,7,185,10,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Female,31-50,507,77,3,34,3,41,3,54,3,73,3,95,4,119,5,135,6,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Male,51-70,551,89,3,35,2,43,3,60,3,84,3,112,4,141,5,161,6,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Female,51-70,519,82,3,40,3,47,3,61,3,79,3,100,4,121,6,137,7,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Male,71 years and over,243,84,3,32,2,40,3,56,3,78,3,105,4,134,5,153,6,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Female,71 years and over,358,70,2,30,2,37,2,49,2,66,2,87,3,109,3,123,4,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Male,19 years and over,1517,95,2,36,2,45,2,63,2,88,2,119,3,153,4,176,5,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2015,Prairie Region,Female,19 years and over,1615,79,2,35,2,42,2,56,2,75,2,97,2,121,3,137,4,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Both,1-3,622,100,3,50,4,59,4,75,3,97,3,121,3,145,4,161,5,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Both,4-8,919,124,3,77,3,86,3,102,3,122,3,144,3,166,5,179,6,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Male,9-13,579,145,4,83,5,93,5,113,5,140,4,170,5,203,7,224,8,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Female,9-13,533,131,4,83,5,92,5,108,4,128,4,150,5,173,6,186,8,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Male,14-18,634,164,6,79,6,93,6,120,6,156,6,199,8,246,10,274,13,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Female,14-18,638,120,4,61,4,71,4,91,4,115,4,144,5,173,7,192,8,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Male,19-30,578,130,6,61,7,73,7,95,6,124,6,160,7,195,9,219,12,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Female,19-30,499,102,4,48,4,56,4,74,4,97,5,125,5,153,6,173,8,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Male,31-50,693,112,5,45,4,56,4,76,4,105,5,141,6,178,8,203,10,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Female,31-50,716,89,3,41,3,49,3,64,3,85,3,109,4,135,5,153,7,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Male,51-70,596,99,3,41,3,50,3,69,3,93,3,123,4,155,5,176,6,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Female,51-70,745,90,3,45,3,53,3,67,3,86,3,109,4,132,6,148,7,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Male,71 years and over,296,87,3,34,3,42,3,58,3,81,4,109,4,140,5,161,6,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Female,71 years and over,510,80,2,37,2,44,2,57,2,76,2,99,3,123,4,138,5,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Male,19 years and over,2163,110,2,45,2,55,2,75,2,104,2,138,3,175,4,199,5,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total sugars (g/d),2004,Prairie Region,Female,19 years and over,2470,91,2,43,2,51,2,66,2,87,2,112,2,137,3,155,4,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Both,1-3,1288,3.5,0.1,1.8,0.1,2.1,0.1,2.7,0.1,3.4,0.1,4.3,0.1,5.1,0.2,5.7,0.3,0.7,<3,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Both,4-8,1199,3.4,0.1,1.9,0.2,2.2,0.2,2.6,0.1,3.3,0.1,4,0.1,4.7,0.2,5.2,0.3,1,<3,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Male,9-13,1023,4.2,0.1,2.2,0.2,2.6,0.2,3.2,0.1,4,0.1,5,0.2,6,0.3,6.7,0.4,1.5,<3,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Female,9-13,939,3.6,0.2,2,0.2,2.2,0.2,2.7,0.2,3.4,0.2,4.3,0.2,5.1,0.3,5.7,0.3,1.5,F,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Male,14-18,900,5.4,0.2,2.3,0.2,2.8,0.2,3.7,0.2,5,0.2,6.7,0.3,8.5,0.4,9.9,0.6,2,F,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Female,14-18,986,3.5,0.2,1.5,0.1,1.8,0.1,2.4,0.1,3.3,0.1,4.4,0.2,5.6,0.3,6.5,0.4,2,14.8,2.7E,0.039,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Male,19-30,857,5.3,0.3,2.2,0.4E,2.6,0.4,3.6,0.3,4.9,0.3,6.6,0.4,8.4,0.6,9.7,0.9,2,F,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Female,19-30,872,3.7,0.2,1.8,0.2,2.1,0.2,2.7,0.2,3.5,0.2,4.5,0.2,5.6,0.4,6.3,0.5,2,F,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Male,31-50,2005,4.8,0.2,2,0.3,2.4,0.3,3.3,0.2,4.4,0.2,5.9,0.3,7.6,0.5,8.9,0.7,2,F,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Female,31-50,2207,3.4,0.1,2,0.4E,2.2,0.3,2.7,0.2,3.3,0.1,4,0.2,4.8,0.5,5.3,0.6,2,F,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Male,51-70,2151,4.7,0.1,2.3,0.2,2.7,0.2,3.4,0.2,4.5,0.1,5.7,0.2,7.1,0.3,8,0.4,2,F,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Female,51-70,2314,3.4,0.1,1.8,0.2,2,0.2,2.5,0.1,3.2,0.1,4,0.1,4.9,0.2,5.5,0.3,2,F,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Male,71 years and over,1180,4.1,0.2,2.3,0.3,2.6,0.3,3.2,0.3,3.9,0.2,4.9,0.2,5.9,0.3,6.6,0.5,2,F,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Female,71 years and over,1448,3.1,0.1,1.6,0.2,1.8,0.1,2.3,0.1,3,0.1,3.7,0.1,4.6,0.3,5.2,0.4,2,14.9,4.0E,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Male,19 years and over,6193,4.8,0.1,2.2,0.1,2.6,0.1,3.4,0.1,4.5,0.1,5.9,0.1,7.4,0.2,8.5,0.3,2,3.4,1.1E,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Canada excluding territories,Female,19 years and over,6841,3.4,0.1,1.8,0.1,2,0.1,2.5,0.1,3.2,0.1,4.1,0.1,5,0.2,5.6,0.2,2,9.2,2.4E,0.51,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Both,1-3,2117,3.3,0.1,1.7,0.1,1.9,0.1,2.5,0.1,3.2,0.1,4,0.1,4.8,0.2,5.4,0.2,0.7,<3,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Both,4-8,3235,3.5,0.1,2,0.2,2.3,0.2,2.8,0.1,3.4,0.1,4.1,0.1,4.9,0.3,5.4,0.3,1,<3,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Male,9-13,2080,4.3,0.1,2.3,0.2,2.7,0.2,3.3,0.1,4.1,0.1,5.2,0.2,6.2,0.3,6.9,0.4,1.5,<3,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Female,9-13,1980,3.5,0.1,1.9,0.2,2.2,0.2,2.7,0.1,3.4,0.1,4.2,0.1,5.1,0.2,5.7,0.3,1.5,F,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Male,14-18,2288,5.4,0.2,2.3,0.2,2.8,0.2,3.7,0.2,5,0.2,6.7,0.2,8.5,0.4,9.8,0.6,2,F,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Female,14-18,2256,3.2,0.1,1.3,0.1,1.6,0.1,2.2,0.1,3,0.1,4,0.1,5.2,0.2,6,0.3,2,19.9,2.4,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Male,19-30,1804,5,0.2,2.1,0.4E,2.5,0.3,3.4,0.3,4.6,0.2,6.3,0.3,8.1,0.5,9.4,0.7,2,F,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Female,19-30,1854,3.2,0.1,1.5,0.1,1.8,0.1,2.3,0.1,3,0.1,3.8,0.2,4.8,0.3,5.5,0.4,2,16,3.7E,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Male,31-50,2596,5.1,0.2,2.2,0.3,2.6,0.3,3.5,0.3,4.7,0.2,6.3,0.2,8.1,0.5,9.3,0.7,2,F,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Female,31-50,2686,3.6,0.1,2.1,0.4E,2.4,0.4E,2.9,0.2,3.5,0.1,4.2,0.2,5,0.5,5.5,0.6,2,F,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Male,51-70,2550,4.6,0.1,2.2,0.2,2.6,0.2,3.4,0.2,4.4,0.1,5.6,0.2,7,0.3,7.9,0.4,2,F,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Female,51-70,3200,3.5,0.1,1.8,0.2,2.1,0.2,2.6,0.1,3.3,0.1,4.2,0.1,5.1,0.3,5.7,0.3,2,F,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Male,71 years and over,1520,4.1,0.2,2.3,0.3,2.6,0.3,3.2,0.3,4,0.2,4.9,0.3,5.9,0.4,6.6,0.5,2,F,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Female,71 years and over,2610,3.3,0.1,1.7,0.2,1.9,0.2,2.4,0.1,3.1,0.1,3.9,0.1,4.9,0.2,5.5,0.3,2,F,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Male,19 years and over,8470,4.9,0.1,2.2,0.2,2.6,0.1,3.4,0.1,4.5,0.1,6,0.1,7.5,0.2,8.6,0.3,2,F,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2004,Canada excluding territories,Female,19 years and over,10350,3.4,0.1,1.8,0.1,2.1,0.1,2.6,0.1,3.3,0.1,4.1,0.1,5,0.2,5.7,0.2,2,8.5,2.2E,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Both,1-3,75,3.3,0.3,1.7,0.2,1.9,0.2,2.4,0.2,3.1,0.3,3.9,0.3,4.7,0.4,5.3,0.4,0.7,<3,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Both,4-8,76,3.2,0.2,1.9,0.2,2.1,0.2,2.5,0.2,3.1,0.2,3.8,0.2,4.4,0.3,4.9,0.4,1,<3,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Male,9-13,73,4.1,0.3,2.2,0.2,2.5,0.2,3.2,0.3,3.9,0.3,4.9,0.3,5.9,0.4,6.6,0.5,1.5,<3,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Female,9-13,71,3.2,0.2,1.7,0.2,2,0.2,2.5,0.2,3.1,0.2,3.9,0.2,4.6,0.3,5.2,0.4,1.5,F,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Male,14-18,67,5,0.4,2.1,0.3,2.5,0.3,3.4,0.3,4.6,0.3,6.1,0.4,7.8,0.6,9.2,0.7,2,F,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Female,14-18,62,2.9,0.2,1.2,0.1,1.4,0.2,2,0.2,2.7,0.2,3.6,0.3,4.7,0.4,5.5,0.5,2,25.9,5.5E,0.083,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin B12 (mcg/d),2015,Newfoundland and Labrador,Male,19-30,35,4.3,0.4,1.8,0.4E,2.1,0.4E,2.8,0.4,4,0.4,5.4,0.5,7,0.7,8.1,1,2,F,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
