Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,AI,% >AI,%>AI_SE,p-value_%>AI,UL,% >UL,%>UL_SE,p-value_%>UL,EAR,% <EAR,%<EAR_SE,p-value_%<EAR,AMDR,%<AMDR,%<AMDR_SE,p-value_%<AMDR,%withinAMDR,%withinAMDR_SE,p-value_%withinAMDR,%>AMDR,%>AMDR_SE,p-value_%>AMDR,Male,Female,Both
Linoleic fatty acid (g/d),2015,Prince Edward Island,Male,31-50,97,15.6,0.8,8.6,0.8,9.9,0.8,12.1,0.7,15.1,0.7,18.6,1.0,22.2,1.3,24.6,1.7,17.0,35.1,6.2E,0.002,,,,,,,,,,,,,,,,,,,15.6,,
Linoleic fatty acid (g/d),2015,Prince Edward Island,Female,31-50,116,11.7,0.7,6.2,0.9,7.2,0.8,8.9,0.7,11.3,0.7,13.9,0.9,16.8,1.3,18.8,1.7,12.0,41.8,8.1E,0.002,,,,,,,,,,,,,,,,,,,,11.7,
Linoleic fatty acid (g/d),2015,Prince Edward Island,Male,51-70,116,14.7,0.7,6.8,0.6,7.9,0.6,10.3,0.6,13.8,0.7,18.1,0.9,22.5,1.3,25.7,1.6,14.0,48.8,4.9,2.5153350445907997e-08,,,,,,,,,,,,,,,,,,,14.7,,
Linoleic fatty acid (g/d),2015,Prince Edward Island,Female,51-70,129,10.8,0.5,6,0.5,6.8,0.5,8.4,0.5,10.4,0.5,12.8,0.7,15.5,0.9,17.0,1.1,11.0,42.8,6,0.0,,,,,,,,,,,,,,,,,,,,10.8,
Linoleic fatty acid (g/d),2015,Prince Edward Island,Male,71 years and over,55,11.5,0.5,5.5,0.5,6.6,0.4,8.4,0.5,10.9,0.5,14.0,0.6,17.1,0.9,19.3,1.1,14.0,24.8,4,0.0002759968,,,,,,,,,,,,,,,,,,,11.5,,
Linoleic fatty acid (g/d),2015,Prince Edward Island,Female,71 years and over,68,9.8,0.6,5.7,0.6,6.4,0.6,7.7,0.6,9.4,0.6,11.5,0.8,13.5,1.0,14.9,1.1,11.0,30.2,8.2E,0.004,,,,,,,,,,,,,,,,,,,,9.8,
Linoleic fatty acid (g/d),2015,Prince Edward Island,Male,19 years and over,313,15.1,5.6,7.4,2.4,8.7,2.8,11.1,3.8,14.4,5.2,18.3,7.0,22.5,9.0,25.5,10.4,,,,,,,,,,,,,,,,,,,,,,,15.1,,
Linoleic fatty acid (g/d),2015,Prince Edward Island,Female,19 years and over,371,10.9,0.3,5.8,0.3,6.7,0.3,8.3,0.3,10.5,0.3,13.1,0.4,15.8,0.6,17.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,10.9,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Both,1-3,58,6.3,0.3,3.3,0.3,3.8,0.3,4.8,0.3,6.0,0.3,7.5,0.4,9.0,0.4,9.9,0.5,7.0,32.3,5.5E,,,,,,,,,,,,,,,,,,,,,,6.3
Linoleic fatty acid (g/d),2004,Prince Edward Island,Both,4-8,110,8.6,0.4,5.7,0.6,6.3,0.5,7.2,0.4,8.5,0.4,9.8,0.5,11.1,0.6,11.9,0.8,10.0,22.1,6.6E,,,,,,,,,,,,,,,,,,,,,,8.6
Linoleic fatty acid (g/d),2004,Prince Edward Island,Male,9-13,95,12.4,0.7,7.3,0.7,8.2,0.7,9.8,0.7,12.0,0.7,14.5,0.9,17.1,1.1,19.1,1.4,12.0,49.7,8.5E,,,,,,,,,,,,,,,,,,,,12.4,,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Female,9-13,75,10.3,0.6,6.4,0.5,7.0,0.5,8.4,0.5,10.1,0.6,12.0,0.7,14.0,0.9,15.2,1.0,10.0,51.7,8.6,,,,,,,,,,,,,,,,,,,,,10.3,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Male,14-18,87,14.8,1.0,8.7,0.9,9.7,0.9,11.8,0.9,14.3,1.0,17.3,1.2,20.3,1.6,22.4,1.9,16.0,34.9,9E,,,,,,,,,,,,,,,,,,,,14.8,,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Female,14-18,81,9.1,0.5,5,0.5,5.7,0.5,7.1,0.5,8.8,0.5,10.8,0.6,12.9,0.8,14.3,1.0,11.0,23.3,6.1E,,,,,,,,,,,,,,,,,,,,,9.1,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Male,19-30,70,15.8,1.4,7.8,1.2,9.1,1.2,11.7,1.2,15.0,1.3,19.1,1.7,23.9,2.4,26.6,2.9,17.0,37.1,9.6E,,,,,,,,,,,,,,,,,,,,15.8,,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Female,19-30,101,8.9,0.6,4.6,0.6,5.3,0.5,6.7,0.5,8.5,0.6,10.7,0.8,13.1,1.1,14.7,1.3,12.0,F,,,,,,,,,,,,,,,,,,,,,,8.9,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Male,31-50,109,13.2,0.7,7,0.7,8.1,0.7,10.1,0.7,12.7,0.7,15.8,0.9,19.1,1.2,21.3,1.5,17.0,18.3,5E,,,,,,,,,,,,,,,,,,,,13.2,,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Female,31-50,116,9.8,0.6,5.2,0.8,5.9,0.8,7.4,0.7,9.4,0.6,11.7,0.8,14.4,1.1,16.0,1.4,12.0,22.7,6.5E,,,,,,,,,,,,,,,,,,,,,9.8,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Male,51-70,128,12.1,0.7,5.2,0.5,6.3,0.6,8.4,0.6,11.2,0.7,14.9,0.8,18.9,1.1,21.7,1.3,14.0,30.1,4.7,,,,,,,,,,,,,,,,,,,,12.1,,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Female,51-70,146,9.2,0.5,4.8,0.5,5.6,0.4,7.0,0.4,8.8,0.5,11.1,0.6,13.3,0.8,14.8,1.0,11.0,25.7,5.4E,,,,,,,,,,,,,,,,,,,,,9.2,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Male,71 years and over,65,9.8,0.4,4.7,0.4,5.5,0.4,7.1,0.4,9.3,0.4,12.0,0.5,14.9,0.7,16.8,0.9,14.0,13.5,3E,,,,,,,,,,,,,,,,,,,,9.8,,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Female,71 years and over,94,8.3,0.6,4.9,0.5,5.5,0.5,6.6,0.5,8.0,0.6,9.7,0.7,11.6,0.9,12.9,1.1,11.0,F,,,,,,,,,,,,,,,,,,,,,,8.3,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Male,19 years and over,372,13.0,4.7,6.2,1.7,7.3,2.1,9.4,3.1,12.3,4.4,15.8,5.9,19.7,7.7,22.3,8.9,,,,,,,,,,,,,,,,,,,,,,,13.0,,
Linoleic fatty acid (g/d),2004,Prince Edward Island,Female,19 years and over,457,9.3,0.3,4.8,0.3,5.6,0.3,7.0,0.3,8.9,0.3,11.2,0.4,13.6,0.5,15.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,9.3,
Folacin (mcg/d),2015,Prince Edward Island,Both,1-3,77,212.0,12.0,118,11,136.0,11,165.0,11,207.0,12.0,253.0,13.0,297.0,17.0,328.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,212.0
Folacin (mcg/d),2015,Prince Edward Island,Both,4-8,86,253.0,11.0,181,26,195.0,23,219.0,17,250.0,11.0,283.0,13.0,315.0,21.0,337.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,253.0
Folacin (mcg/d),2015,Prince Edward Island,Male,9-13,72,311.0,15.0,183,16,206.0,15,245.0,16,300.0,16.0,365.0,16.0,430.0,21.0,477.0,24.0,,,,,,,,,,,,,,,,,,,,,,,311.0,,
Folacin (mcg/d),2015,Prince Edward Island,Female,9-13,79,282.0,12.0,196,16,213.0,14,243.0,12,278.0,12.0,317.0,13.0,353.0,18.0,379.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,282.0,
Folacin (mcg/d),2015,Prince Edward Island,Male,14-18,57,365.0,19.0,210,17,240.0,17,288.0,17,355.0,19.0,431.0,23.0,505.0,29.0,555.0,34.0,,,,,,,,,,,,,,,,,,,,,,,365.0,,
Folacin (mcg/d),2015,Prince Edward Island,Female,14-18,71,261.0,12.0,134,10,157.0,10,197.0,11,252.0,12.0,317.0,16.0,376.0,19.0,420.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,261.0,
Folacin (mcg/d),2015,Prince Edward Island,Male,19-30,45,360.0,25.0,192,21,219.0,21,278.0,22,345.0,24.0,429.0,30.0,513.0,40.0,576.0,46.0,,,,,,,,,,,,,,,,,,,,,,,360.0,,
Folacin (mcg/d),2015,Prince Edward Island,Female,19-30,58,273.0,19.0,150,16,175.0,16,212.0,17,265.0,19.0,326.0,22.0,384.0,27.0,426.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,273.0,
Folacin (mcg/d),2015,Prince Edward Island,Male,31-50,97,344.0,15.0,193,16,221.0,16,269.0,15,333.0,15.0,408.0,17.0,482.0,22.0,532.0,27.0,,,,,,,,,,,,,,,,,,,,,,,344.0,,
Folacin (mcg/d),2015,Prince Edward Island,Female,31-50,116,270.0,14.0,151,13,172.0,13,210.0,13,262.0,14.0,318.0,17.0,378.0,22.0,420.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,270.0,
Folacin (mcg/d),2015,Prince Edward Island,Male,51-70,116,324.0,13.0,189,13,210.0,12,255.0,13,315.0,13.0,382.0,15.0,446.0,19.0,491.0,22.0,,,,,,,,,,,,,,,,,,,,,,,324.0,,
Folacin (mcg/d),2015,Prince Edward Island,Female,51-70,129,268.0,10.0,148,10,170.0,10,209.0,9,258.0,9.0,317.0,11.0,380.0,16.0,416.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,268.0,
Folacin (mcg/d),2015,Prince Edward Island,Male,71 years and over,55,308.0,12.0,178,10,204.0,10,245.0,11,300.0,12.0,363.0,15.0,424.0,18.0,467.0,20.0,,,,,,,,,,,,,,,,,,,,,,,308.0,,
Folacin (mcg/d),2015,Prince Edward Island,Female,71 years and over,68,242.0,11.0,139,9,156.0,10,191.0,10,234.0,11.0,285.0,13.0,336.0,15.0,370.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,242.0,
Folacin (mcg/d),2015,Prince Edward Island,Male,19 years and over,313,335.0,8.0,183,8,210.0,8,259.0,8,323.0,8.0,398.0,10.0,475.0,12.0,528.0,14.0,,,,,,,,,,,,,,,,,,,,,,,335.0,,
Folacin (mcg/d),2015,Prince Edward Island,Female,19 years and over,371,264.0,8.0,143,7,164.0,7,202.0,7,255.0,8.0,316.0,9.0,378.0,11.0,422.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,264.0,
Folacin (mcg/d),2004,Prince Edward Island,Both,1-3,58,229.0,12.0,127,10,146.0,10,181.0,11,222.0,12.0,271.0,15.0,321.0,19.0,351.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,229.0
Folacin (mcg/d),2004,Prince Edward Island,Both,4-8,110,266.0,11.0,189,27,204.0,23,230.0,17,263.0,11.0,298.0,13.0,330.0,22.0,351.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,266.0
Folacin (mcg/d),2004,Prince Edward Island,Male,9-13,95,344.0,15.0,207,16,232.0,15,277.0,15,336.0,15.0,400.0,19.0,466.0,25.0,514.0,29.0,,,,,,,,,,,,,,,,,,,,,,,344.0,,
Folacin (mcg/d),2004,Prince Edward Island,Female,9-13,75,290.0,12.0,205,16,221.0,15,250.0,13,287.0,12.0,326.0,14.0,363.0,18.0,387.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,290.0,
Folacin (mcg/d),2004,Prince Edward Island,Male,14-18,87,390.0,19.0,227,18,255.0,18,311.0,18,379.0,19.0,457.0,23.0,536.0,29.0,590.0,34.0,,,,,,,,,,,,,,,,,,,,,,,390.0,,
Folacin (mcg/d),2004,Prince Edward Island,Female,14-18,81,297.0,13.0,157,12,184.0,12,229.0,12,288.0,13.0,354.0,16.0,422.0,20.0,465.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,297.0,
Folacin (mcg/d),2004,Prince Edward Island,Male,19-30,70,416.0,27.0,230,22,263.0,22,324.0,23,401.0,26.0,493.0,33.0,593.0,44.0,651.0,51.0,,,,,,,,,,,,,,,,,,,,,,,416.0,,
Folacin (mcg/d),2004,Prince Edward Island,Female,19-30,101,294.0,20.0,165,17,188.0,17,232.0,18,285.0,20.0,346.0,23.0,411.0,27.0,454.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,294.0,
Folacin (mcg/d),2004,Prince Edward Island,Male,31-50,109,373.0,16.0,211,19,241.0,17,295.0,16,361.0,17.0,439.0,19.0,521.0,23.0,574.0,28.0,,,,,,,,,,,,,,,,,,,,,,,373.0,,
Folacin (mcg/d),2004,Prince Edward Island,Female,31-50,116,294.0,15.0,169,14,189.0,14,230.0,14,284.0,15.0,345.0,18.0,413.0,24.0,454.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,294.0,
Folacin (mcg/d),2004,Prince Edward Island,Male,51-70,128,349.0,14.0,203,13,229.0,13,278.0,13,338.0,14.0,409.0,17.0,479.0,21.0,527.0,24.0,,,,,,,,,,,,,,,,,,,,,,,349.0,,
Folacin (mcg/d),2004,Prince Edward Island,Female,51-70,146,304.0,11.0,168,10,194.0,9,239.0,9,295.0,10.0,362.0,14.0,425.0,18.0,468.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,304.0,
Folacin (mcg/d),2004,Prince Edward Island,Male,71 years and over,65,326.0,13.0,195,11,216.0,11,260.0,12,316.0,13.0,382.0,16.0,446.0,19.0,490.0,22.0,,,,,,,,,,,,,,,,,,,,,,,326.0,,
Folacin (mcg/d),2004,Prince Edward Island,Female,71 years and over,94,259.0,12.0,152,9,172.0,10,207.0,10,251.0,12.0,303.0,14.0,358.0,16.0,395.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,259.0,
Folacin (mcg/d),2004,Prince Edward Island,Male,19 years and over,372,369.0,10.0,206,9,234.0,9,287.0,9,357.0,10.0,437.0,11.0,521.0,14.0,577.0,16.0,,,,,,,,,,,,,,,,,,,,,,,369.0,,
Folacin (mcg/d),2004,Prince Edward Island,Female,19 years and over,457,292.0,8.0,161,7,184.0,7,226.0,7,282.0,8.0,347.0,10.0,414.0,12.0,458.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,292.0,
Cholesterol (mg/d),2015,Prince Edward Island,Both,1-3,77,176.95,13.54,78.54,10.52,95.28,10.9,123.88,11.4,167.95,13.42,219.2,16.82,270.92,21.4,307.3,25.47,,,,,,,,,,,,,,,,,,,,,,,,,176.95
Cholesterol (mg/d),2015,Prince Edward Island,Both,4-8,86,173.01,10.66,99.63,14.79,112.28,13.51,136.11,11.45,167.65,10.62,204.13,13.72,240.92,20.29,266.33,25.64,,,,,,,,,,,,,,,,,,,,,,,,,173.01
Cholesterol (mg/d),2015,Prince Edward Island,Male,9-13,72,231.43,13.01,135.02,18.69,152.35,16.9,181.55,14.19,222.79,12.85,272.12,16.57,320.95,23.81,357.07,30.8,,,,,,,,,,,,,,,,,,,,,,,231.43,,
Cholesterol (mg/d),2015,Prince Edward Island,Female,9-13,79,195.42,11.37,115.15,10.99,129.94,10.69,157.16,10.59,190.01,11.23,228.5,13.77,266.57,17.9,293.43,21.32,,,,,,,,,,,,,,,,,,,,,,,,195.42,
Cholesterol (mg/d),2015,Prince Edward Island,Male,14-18,57,302.22,25.59,136.33,16.97,164.16,18.27,212.06,20.83,284.72,24.94,372.63,31.26,464.81,39.54,529.74,46.67,,,,,,,,,,,,,,,,,,,,,,,302.22,,
Cholesterol (mg/d),2015,Prince Edward Island,Female,14-18,71,194.7,13.15,96.5,12.57,113.57,12.37,143.39,12.28,186.23,12.92,237.76,16.36,286.73,22.18,323.38,27.34,,,,,,,,,,,,,,,,,,,,,,,,194.7,
Cholesterol (mg/d),2015,Prince Edward Island,Male,19-30,45,391.95,41.37,174.18,33E,206.87,34,280.44,34.85,367.4,40.38,480.23,50.62,595.91,67.44,684.75,81.44,,,,,,,,,,,,,,,,,,,,,,,391.95,,
Cholesterol (mg/d),2015,Prince Edward Island,Female,19-30,58,239.47,22.22,137.32,23E,157.64,22.28,189.26,21.75,232.89,22.14,283.02,25.97,330.89,32.79,365.7,38.9,,,,,,,,,,,,,,,,,,,,,,,,239.47,
Cholesterol (mg/d),2015,Prince Edward Island,Male,31-50,97,349.48,29.95,159.18,22.95,191.07,23.48,249.26,24.99,329.92,28.45,429.29,37.28,533.2,49.81,605.64,60.34,,,,,,,,,,,,,,,,,,,,,,,349.48,,
Cholesterol (mg/d),2015,Prince Edward Island,Female,31-50,116,215.23,14.02,85.62,13.63,106.16,13.37,145.94,13.22,203.06,14.06,268.26,17.5,341.31,24.49,392.69,30.72,,,,,,,,,,,,,,,,,,,,,,,,215.23,
Cholesterol (mg/d),2015,Prince Edward Island,Male,51-70,116,326.91,18.96,166.49,19.53,190.64,19.02,241.9,18.35,313.81,18.99,397.01,23.16,478.04,29.97,536.43,36.2,,,,,,,,,,,,,,,,,,,,,,,326.91,,
Cholesterol (mg/d),2015,Prince Edward Island,Female,51-70,129,244.53,14.1,127.42,12.91,147.49,13.01,185.34,13.18,233.29,13.81,292.6,16.68,357.85,21.74,395.5,25.73,,,,,,,,,,,,,,,,,,,,,,,,244.53,
Cholesterol (mg/d),2015,Prince Edward Island,Male,71 years and over,55,300.27,20.1,176.55,25.12,201.14,23.17,240.57,20.51,291.86,19.81,352.2,24.68,410.31,34.87,451.0,43.38,,,,,,,,,,,,,,,,,,,,,,,300.27,,
Cholesterol (mg/d),2015,Prince Edward Island,Female,71 years and over,68,237.15,14.17,115.62,12.03,135.37,12.23,174.86,12.53,226.09,13.92,288.57,17.02,351.34,21.77,394.13,25.65,,,,,,,,,,,,,,,,,,,,,,,,237.15,
Cholesterol (mg/d),2015,Prince Edward Island,Male,19 years and over,313,340.57,13.58,160.26,11.64,189.56,11.74,246.32,11.93,323.56,13.25,416.07,16.82,513.72,23.11,581.79,27.69,,,,,,,,,,,,,,,,,,,,,,,340.57,,
Cholesterol (mg/d),2015,Prince Edward Island,Female,19 years and over,371,233.29,8.48,108.97,7.4,128.98,7.5,167.54,7.76,221.46,8.35,285.95,10.29,353.21,13.69,400.31,16.62,,,,,,,,,,,,,,,,,,,,,,,,233.29,
Cholesterol (mg/d),2004,Prince Edward Island,Both,1-3,58,186.81,14.49,81.73,11.69,99.56,11.74,133.95,12.45,176.73,14.17,230.02,17.71,288.07,22.75,323.51,26.43,,,,,,,,,,,,,,,,,,,,,,,,,186.81
Cholesterol (mg/d),2004,Prince Edward Island,Both,4-8,110,184.9,10.84,105.52,16.01,119.77,14.54,145.41,12.09,179.83,10.83,218.3,13.98,256.11,20.61,280.89,26.3,,,,,,,,,,,,,,,,,,,,,,,,,184.9
Cholesterol (mg/d),2004,Prince Edward Island,Male,9-13,95,249.46,13.11,148.48,19.46,166.45,17.62,199.62,14.66,242.98,13.41,290.82,16.42,339.69,23.49,375.48,29.94,,,,,,,,,,,,,,,,,,,,,,,249.46,,
Cholesterol (mg/d),2004,Prince Edward Island,Female,9-13,75,194.21,10.54,116.31,11.27,129.42,10.87,155.59,10.33,189.44,10.5,227.1,12.6,265.15,16.65,289.36,20.27,,,,,,,,,,,,,,,,,,,,,,,,194.21,
Cholesterol (mg/d),2004,Prince Edward Island,Male,14-18,87,299.89,26.29,134.91,17.43,159.9,18.52,212.33,21.17,282.23,25.51,367.63,31.86,460.37,40.65,526.3,47.14,,,,,,,,,,,,,,,,,,,,,,,299.89,,
Cholesterol (mg/d),2004,Prince Edward Island,Female,14-18,81,180.45,12.73,87.43,12.72,103.63,12.43,132.5,12.35,171.91,12.75,218.63,15.37,267.87,20.32,300.06,24.78,,,,,,,,,,,,,,,,,,,,,,,,180.45,
Cholesterol (mg/d),2004,Prince Edward Island,Male,19-30,70,361.08,36.63,160.1,32E,192.85,32,256.0,33.16,340.19,36.27,444.21,43.73,563.01,57.54,632.9,67.8,,,,,,,,,,,,,,,,,,,,,,,361.08,,
Cholesterol (mg/d),2004,Prince Edward Island,Female,19-30,101,217.64,19.49,123.23,21E,140.32,20.03,171.86,19.14,210.75,19.36,255.89,22.78,303.23,29.52,335.32,35.26,,,,,,,,,,,,,,,,,,,,,,,,217.64,
Cholesterol (mg/d),2004,Prince Edward Island,Male,31-50,109,363.08,30.35,165.75,25.97,198.85,25.56,261.04,26.64,341.99,30.0,443.54,37.19,554.24,48.95,628.64,59.56,,,,,,,,,,,,,,,,,,,,,,,363.08,,
Cholesterol (mg/d),2004,Prince Edward Island,Female,31-50,116,233.94,16.03,97.66,14.4,117.15,14.66,160.12,14.88,219.58,16.12,290.07,19.61,371.28,27.88,421.35,33.29,,,,,,,,,,,,,,,,,,,,,,,,233.94,
Cholesterol (mg/d),2004,Prince Edward Island,Male,51-70,128,329.7,19.42,164.91,20.92,192.34,20.68,245.95,19.84,314.46,19.92,398.52,22.42,483.72,28.76,542.77,34.72,,,,,,,,,,,,,,,,,,,,,,,329.7,,
Cholesterol (mg/d),2004,Prince Edward Island,Female,51-70,146,267.33,15.32,137.25,13.18,160.95,13.3,202.57,13.68,257.11,15.08,322.3,18.58,386.32,23.7,429.75,27.64,,,,,,,,,,,,,,,,,,,,,,,,267.33,
Cholesterol (mg/d),2004,Prince Edward Island,Male,71 years and over,65,312.65,19.47,189.55,25.48,209.9,23.67,250.84,20.7,302.94,19.54,364.93,23.9,425.8,34.03,466.85,42.58,,,,,,,,,,,,,,,,,,,,,,,312.65,,
Cholesterol (mg/d),2004,Prince Edward Island,Female,71 years and over,94,240.05,14.33,119.21,11.89,140.88,12.23,178.72,12.71,229.07,14.14,289.07,17.29,355.46,21.93,399.31,25.97,,,,,,,,,,,,,,,,,,,,,,,,240.05,
Cholesterol (mg/d),2004,Prince Edward Island,Male,19 years and over,372,343.78,13.47,162.32,12.16,191.74,12.22,248.38,12.51,326.99,13.07,419.64,16.42,520.46,21.67,589.09,26.0,,,,,,,,,,,,,,,,,,,,,,,343.78,,
Cholesterol (mg/d),2004,Prince Edward Island,Female,19 years and over,457,244.44,9.23,115.63,7.84,136.89,8.02,176.8,8.35,232.31,9.03,298.68,11.11,367.37,14.47,414.07,17.27,,,,,,,,,,,,,,,,,,,,,,,,244.44,
Calcium (mg/d),2015,Prince Edward Island,Both,1-3,77,1050.0,57.0,535,45,629.0,47,785.0,51,1015.0,58.0,1271.0,66.0,1520.0,77.0,1691.0,84.0,,,,,2500.0,<3,,,500.0,F,,,,,,,,,,,,,,,1050.0
Calcium (mg/d),2015,Prince Edward Island,Both,4-8,86,957.0,46.0,569,42,641.0,41,771.0,42,937.0,45.0,1121.0,54.0,1299.0,68.0,1417.0,77.0,,,,,2500.0,<3,,,800.0,29.2,6E,3.7300477254070795e-05,,,,,,,,,,,,,957.0
Calcium (mg/d),2015,Prince Edward Island,Male,9-13,72,1049.0,53.0,541,49,630.0,49,781.0,52,999.0,54.0,1263.0,61.0,1528.0,73.0,1726.0,91.0,,,,,3000.0,<3,,,1100.0,60.2,5.9,2.48250914453068e-08,,,,,,,,,,,1049.0,,
Calcium (mg/d),2015,Prince Edward Island,Female,9-13,79,961.0,51.0,527,43,605.0,44,750.0,46,929.0,51.0,1140.0,60.0,1352.0,73.0,1503.0,84.0,,,,,3000.0,<3,,,1100.0,70.9,5.8,0.0175345208,,,,,,,,,,,,961.0,
Calcium (mg/d),2015,Prince Edward Island,Male,14-18,57,1151.0,60.0,585,53,686.0,52,855.0,55,1102.0,59.0,1392.0,73.0,1687.0,98.0,1890.0,119.0,,,,,3000.0,<3,,,1100.0,49.8,6,0.0039633347,,,,,,,,,,,1151.0,,
Calcium (mg/d),2015,Prince Edward Island,Female,14-18,71,823.0,57.0,355,37,432.0,40,571.0,47,776.0,56.0,1029.0,69.0,1275.0,85.0,1462.0,98.0,,,,,3000.0,<3,,,1100.0,80.4,4.7,0.44212557350000004,,,,,,,,,,,,823.0,
Calcium (mg/d),2015,Prince Edward Island,Male,19-30,45,1141.0,120.0,539,88,629.0,94,830.0,98,1069.0,116.0,1383.0,146.0,1710.0,194.0,1965.0,228.0,,,,,2500.0,F,,,800.0,F,,,,,,,,,,,,,1141.0,,
Calcium (mg/d),2015,Prince Edward Island,Female,19-30,58,777.0,59.0,367,42,441.0,42,562.0,49,738.0,57.0,952.0,70.0,1166.0,91.0,1327.0,106.0,,,,,2500.0,<3,,,800.0,58.2,7.7,0.2559195496,,,,,,,,,,,,777.0,
Calcium (mg/d),2015,Prince Edward Island,Male,31-50,97,859.0,54.0,377,35,453.0,36,595.0,42,799.0,51.0,1059.0,65.0,1340.0,85.0,1542.0,100.0,,,,,2500.0,<3,,,800.0,50.1,5.9,0.20086808260000003,,,,,,,,,,,859.0,,
Calcium (mg/d),2015,Prince Edward Island,Female,31-50,116,752.0,45.0,452,51,506.0,48,604.0,45,734.0,46.0,874.0,53.0,1024.0,71.0,1126.0,87.0,,,,,2500.0,<3,,,800.0,62.7,8.6,0.002,,,,,,,,,,,,752.0,
Calcium (mg/d),2015,Prince Edward Island,Male,51-70,116,892.0,46.0,425,34,492.0,35,635.0,39,844.0,44.0,1095.0,56.0,1349.0,71.0,1536.0,85.0,,,,,2000.0,<3,,,800.0,44.6,5.3,0.7305953636,,,,,,,,,,,892.0,,
Calcium (mg/d),2015,Prince Edward Island,Female,51-70,129,701.0,28.0,356,23,414.0,24,523.0,25,664.0,27.0,842.0,33.0,1041.0,45.0,1158.0,51.0,,,,,2000.0,<3,,,1000.0,87.8,2.5,0.1243441472,,,,,,,,,,,,701.0,
Calcium (mg/d),2015,Prince Edward Island,Male,71 years and over,55,719.0,38.0,317,25,387.0,27,507.0,31,675.0,38.0,888.0,49.0,1106.0,59.0,1267.0,72.0,,,,,2000.0,<3,,,1000.0,84.5,3.2,0.5720000000000001,,,,,,,,,,,719.0,,
Calcium (mg/d),2015,Prince Edward Island,Female,71 years and over,68,665.0,34.0,343,29,395.0,29,498.0,30,633.0,34.0,801.0,40.0,971.0,53.0,1089.0,62.0,,,,,2000.0,<3,,,1000.0,91.5,2.8,0.078,,,,,,,,,,,,665.0,
Calcium (mg/d),2015,Prince Edward Island,Male,19 years and over,313,897.0,33.0,395,21,471.0,22,622.0,26,836.0,31.0,1104.0,41.0,1400.0,55.0,1613.0,65.0,,,,,,,,,,,,,,,,,,,,,,,897.0,,
Calcium (mg/d),2015,Prince Edward Island,Female,19 years and over,371,731.0,24.0,382,19,439.0,19,548.0,20,698.0,23.0,877.0,29.0,1065.0,36.0,1196.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,731.0,
Calcium (mg/d),2004,Prince Edward Island,Both,1-3,58,1119.0,60.0,566,48,667.0,49,855.0,53,1079.0,60.0,1345.0,70.0,1626.0,80.0,1793.0,89.0,,,,,2500.0,<3,,,500.0,F,,,,,,,,,,,,,,,1119.0
Calcium (mg/d),2004,Prince Edward Island,Both,4-8,110,1083.0,51.0,652,48,735.0,48,880.0,48,1066.0,51.0,1264.0,58.0,1450.0,71.0,1568.0,83.0,,,,,2500.0,<3,,,800.0,16.1,4.7E,,,,,,,,,,,,,,1083.0
Calcium (mg/d),2004,Prince Edward Island,Male,9-13,95,1236.0,60.0,669,53,768.0,53,952.0,55,1197.0,60.0,1469.0,69.0,1749.0,86.0,1954.0,100.0,,,,,3000.0,<3,,,1100.0,40.2,6.1,,,,,,,,,,,,1236.0,,
